Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date,temperature_2m,temperature_min,temperature_max,precipitation,humidity,pressure,wind_speed,cloud_cover,gdd_daily,gdd_cumulative
29/10/2024,0,0.051166204,0.041166204,0.091216204,0,0,0,0,0,0,Sowing,29/10/2024,09/08/2025,11.6,8.4,17.3,0,92,1026.7,7.3,48,12.85,12.85
30/10/2024,1,0.051313469,0.041313469,0.091363469,0,0,0,0,0,0,Sowing,29/10/2024,09/08/2025,10,6.9,13.9,0,94,1028,5.4,88,10.4,23.25
31/10/2024,2,0.051585473,0.041585473,0.091635473,0,0,0,0,0,0,Sowing,29/10/2024,09/08/2025,8.7,5.1,12.9,0,93,1028.6,4.4,96,9,32.25
01/11/2024,3,0.051961879,0.041961879,0.092011879,0,0,0,0,0,0,Sowing,29/10/2024,09/08/2025,8.3,5.5,12.1,0,93,1026.2,7.1,59,8.8,41.05
02/11/2024,4,0.052441354,0.042441354,0.092491354,0,0,0,0,0,0,Sowing,29/10/2024,09/08/2025,8.2,6.3,10,0,89,1029.8,7.1,99,8.15,49.2
03/11/2024,5,0.053037667,0.043037667,0.093087667,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,7.8,4.3,11.5,0,84,1030.8,8,78,7.9,57.1
04/11/2024,6,0.053759745,0.043759745,0.093809745,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,4.7,0.7,10.1,0,88,1029.5,8.2,10,5.4,62.5
05/11/2024,7,0.054573108,0.044573108,0.094623108,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,4.2,1.8,7.9,0,91,1027.4,8.6,70,4.85,67.35
06/11/2024,8,0.055387134,0.045387134,0.095437134,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,6.3,2.7,10.6,0,93,1029.9,6.1,91,6.65,74
07/11/2024,9,0.056194859,0.046194859,0.096244859,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,6,4.3,7.6,0,89,1032.4,6.9,100,5.95,79.95
08/11/2024,10,0.057265146,0.047265146,0.097315146,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,5.6,2.7,7.3,0,89,1029.2,8.6,88,5,84.95
09/11/2024,11,0.05896374,0.04896374,0.09901374,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,3.9,0.5,9.3,0,92,1027.9,6.3,47,4.9,89.85
10/11/2024,12,0.061337601,0.051337601,0.101387601,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,2.8,-0.1,7.8,0,93,1028.7,4.2,41,3.85,93.7
11/11/2024,13,0.064118468,0.054118468,0.104168468,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,4.2,-0.1,6.9,5.6,93,1029.1,4.9,100,3.4,97.1
12/11/2024,14,0.067047568,0.057047568,0.107097568,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,3.5,1.1,5,1.1,89,1029.4,10,99,3.05,100.15
13/11/2024,15,0.070011417,0.060011417,0.110061417,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,1.5,-0.4,3.2,1,91,1031.4,7.1,100,1.4,101.55
14/11/2024,16,0.072982018,0.062982018,0.113032018,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,3.3,2.2,4.4,1.6,96,1028.8,10.4,100,3.3,104.85
15/11/2024,17,0.075955269,0.065955269,0.116005269,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,5.1,2.3,7.3,0.8,92,1027.7,4,90,4.8,109.65
16/11/2024,18,0.078930791,0.068930791,0.118980791,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,1.9,-1,7.7,0,90,1022.1,7.3,14,3.35,113
17/11/2024,19,0.081908626,0.071908626,0.121958626,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,3.1,0.7,5.1,1.7,91,1015.7,17.6,100,2.9,115.9
18/11/2024,20,0.08488882,0.07488882,0.12493882,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,4.1,2.9,5.3,13.3,95,1013,15.9,98,4.1,120
19/11/2024,21,0.087871416,0.077871416,0.127921416,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,7.6,5.4,9.6,12.2,88,1001.3,25.7,100,7.5,127.5
20/11/2024,22,0.090856459,0.080856459,0.130906459,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,1.3,-1.1,4.5,9.4,81,1001.9,21.3,68,1.7,129.2
21/11/2024,23,0.093843996,0.083843996,0.133893996,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,-0.4,-2.1,1.4,0.9,76,1001.5,14.4,96,0,129.2
22/11/2024,24,0.096834073,0.086834073,0.136884073,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,-1.3,-3.6,0.6,0.8,80,1006.2,21.1,74,0,129.2
23/11/2024,25,0.099826737,0.089826737,0.139876737,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,1.3,0,3.5,0.3,77,1022.7,17.4,100,1.75,130.95
24/11/2024,26,0.102822038,0.062772038,0.142872038,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,8,1.3,14.5,0,65,1019.4,16.8,99,7.9,138.85
25/11/2024,27,0.105820024,0.065770024,0.145870024,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,7.8,4.3,12.3,0,70,1014.5,13.8,71,8.3,147.15
26/11/2024,28,0.108820746,0.068770746,0.148870746,0,0,0,0,0,0,Emergence,29/10/2024,09/08/2025,7.3,3.9,9.5,6.6,90,1020.7,12.8,70,6.7,153.85
27/11/2024,29,0.111824254,0.071774254,0.151874254,0,0,0.002677506,0,0,0.267750573,Emergence,29/10/2024,09/08/2025,5.1,1.6,9,0.6,88,1022.2,12,75,5.3,159.15
28/11/2024,30,0.1148306,0.0747806,0.1548806,0,0,0.006972286,0,0,0.697228607,Emergence,29/10/2024,09/08/2025,5.5,2.4,9.5,4.3,83,1023.3,20.9,71,5.95,165.1
29/11/2024,31,0.117839837,0.077789837,0.157889837,0,0,0.011271196,0,0,1.127119612,Emergence,29/10/2024,09/08/2025,2.2,-0.8,4.6,0,87,1033.4,7.4,56,1.9,167
30/11/2024,32,0.120852019,0.080802019,0.160902019,0,0,0.015574312,0,0,1.557431236,Emergence,29/10/2024,09/08/2025,0,-2.6,4.8,0,85,1032.8,8.7,6,1.1,168.1
01/12/2024,33,0.123867199,0.083817199,0.163917199,0,0,0.019881713,0,0,1.988171251,Emergence,29/10/2024,09/08/2025,-1.9,-3.2,1.2,0,91,1028,9.3,43,0,168.1
02/12/2024,34,0.126885433,0.086835433,0.166935433,0,0,0.024193476,0,0,2.41934756,Emergence,29/10/2024,09/08/2025,2.1,-3.1,9.4,5.2,84,1019.7,10.3,77,3.15,171.25
03/12/2024,35,0.129906777,0.089856777,0.169956777,0,0,0.028509682,0,0,2.850968196,Emergence,29/10/2024,09/08/2025,3.8,2.4,5.1,2.4,97,1019.5,13.7,100,3.75,175
04/12/2024,36,0.132931289,0.092881289,0.172981289,0,0,0.032830413,0,0,3.283041324,Emergence,29/10/2024,09/08/2025,0.3,-2.4,2.9,0.2,94,1026.9,6.8,65,0.25,175.25
05/12/2024,37,0.135959027,0.095909027,0.176009027,0,0,0.037155752,0,0,3.715575243,Emergence,29/10/2024,09/08/2025,-0.2,-3.2,3,0.1,83,1025.4,10.4,44,0,175.25
06/12/2024,38,0.138990049,0.098940049,0.179040049,0,0,0.041485784,0,0,4.148578386,Emergence,29/10/2024,09/08/2025,4.5,3,6.5,10.9,84,1011.5,29,97,4.75,180
07/12/2024,39,0.142026493,0.101976493,0.182076493,0,0,0.045823561,0,0,4.582356089,Emergence,29/10/2024,09/08/2025,2.9,0,5.6,5.9,88,1009,15.7,99,2.8,182.8
08/12/2024,40,0.145088155,0.105038155,0.185138155,0,0,0.050197364,0,0,5.0197364,Emergence,29/10/2024,09/08/2025,2.6,-0.1,5,0.8,95,1007.6,9.2,100,2.45,185.25
09/12/2024,41,0.148305664,0.108255664,0.188355664,0,0,0.054793806,0,0,5.479380579,Emergence,29/10/2024,09/08/2025,1.9,1.4,3,0.2,85,1018.8,15.6,100,2.2,187.45
10/12/2024,42,0.152183642,0.112133642,0.192233642,0.003119489,0,0.060333775,0.311948916,0,6.033377488,Emergence,29/10/2024,09/08/2025,1.8,0.7,3,0.2,87,1025.3,13.2,100,1.85,189.3
11/12/2024,43,0.157752899,0.117702899,0.197802899,0.01107557,0,0.068289856,1.107557045,0,6.828985616,Emergence,29/10/2024,09/08/2025,0.9,0.3,1.5,0,89,1029.8,7.4,100,0.9,190.2
12/12/2024,44,0.165677591,0.125627591,0.205727591,0.022396559,0,0.079610845,2.239655909,0,7.96108448,Emergence,29/10/2024,09/08/2025,-0.2,-3,1.9,0,88,1031.7,4.5,87,0,190.2
13/12/2024,45,0.174721113,0.134671113,0.214771113,0.035315876,0,0.092530161,3.531587575,0,9.253016146,Emergence,29/10/2024,09/08/2025,-1.1,-3.2,1.9,0,90,1029.7,9.1,72,0,190.2
14/12/2024,46,0.182385965,0.142335965,0.222435965,0.046265665,0,0.103479951,4.626566497,0,10.34799507,Emergence,29/10/2024,09/08/2025,-0.5,-3.3,3.3,0,88,1023,14.1,78,0,190.2
15/12/2024,47,0.187522763,0.147472763,0.227572763,0.053603947,0,0.110818233,5.360394687,0,11.08182326,Emergence,29/10/2024,09/08/2025,1.4,-0.4,3.3,0.6,89,1029.9,21.5,100,1.45,191.65
16/12/2024,48,0.190894212,0.150844212,0.230944212,0.058420304,0.001206018,0.115634589,5.842030351,0.12060178,11.56345892,Emergence,29/10/2024,09/08/2025,5.9,3.7,7.2,6.8,92,1034.2,21.3,100,5.45,197.1
17/12/2024,49,0.19358778,0.15353778,0.23363778,0.062268257,0.005053971,0.119482543,6.226825692,0.50539712,11.94825426,Tillering,29/10/2024,09/08/2025,5.1,3.9,6.3,0.8,95,1031.4,11.9,100,5.1,202.2
18/12/2024,50,0.196127556,0.156077556,0.236177556,0.065896509,0.008682223,0.123110794,6.589650867,0.868222296,12.31107944,Tillering,29/10/2024,09/08/2025,5.8,2.5,10.2,0,74,1021.7,12.4,83,6.35,208.55
19/12/2024,51,0.19864835,0.15859835,0.23869835,0.069497642,0.012283356,0.126711928,6.94976422,1.228335649,12.67119279,Tillering,29/10/2024,09/08/2025,7.2,2.8,11.1,4.5,86,1006.8,19.9,97,6.95,215.5
20/12/2024,52,0.201170529,0.161120529,0.241220529,0.073100756,0.01588647,0.130315042,7.310075617,1.588647046,13.03150419,Tillering,29/10/2024,09/08/2025,1.3,-0.9,3,0.4,89,1020.2,19.3,82,1.05,216.55
21/12/2024,53,0.203696284,0.163646284,0.243746284,0.076708978,0.019494692,0.133923264,7.670897781,1.949469209,13.39232635,Tillering,29/10/2024,09/08/2025,2.8,-1.1,4.9,1.5,80,1020.8,19,90,1.9,218.45
22/12/2024,54,0.206225678,0.166175678,0.246275678,0.080322397,0.023108111,0.137536683,8.032239699,2.310811127,13.75366827,Tillering,29/10/2024,09/08/2025,2.9,-1,5.8,9.5,92,1005.1,24.5,86,2.4,220.85
23/12/2024,55,0.208758773,0.168708773,0.248808773,0.083941105,0.026726819,0.141155391,8.394110491,2.67268192,14.11553906,Tillering,29/10/2024,09/08/2025,0.4,-0.9,1.7,0.2,89,1013.3,15.2,96,0.4,221.25
24/12/2024,56,0.211295636,0.171245636,0.251345636,0.087565194,0.030350908,0.14477948,8.75651941,3.035090839,14.47794798,Tillering,29/10/2024,09/08/2025,0.4,-1.2,2.7,0,92,1028.3,11.6,82,0.75,222
25/12/2024,57,0.213836331,0.173786331,0.253886331,0.091194758,0.033980473,0.148409044,9.119475841,3.398047269,14.84090441,Tillering,29/10/2024,09/08/2025,0,-2.6,4,0,81,1037.1,6,46,0.7,222.7
26/12/2024,58,0.216380925,0.176330925,0.256430925,0.094829893,0.037615607,0.152044179,9.482989301,3.761560729,15.20441787,Tillering,29/10/2024,09/08/2025,-1.8,-4.1,3.5,0,82,1038.3,6.7,1,0,222.7
27/12/2024,59,0.218929486,0.178879486,0.258979486,0.098470694,0.041256409,0.15568498,9.847069443,4.125640872,15.56849801,Tillering,29/10/2024,09/08/2025,-1.3,-4.3,5.1,0,74,1035.2,6.1,35,0.4,223.1
28/12/2024,60,0.221482082,0.181432082,0.261532082,0.102117261,0.044902975,0.159331546,10.21172606,4.490297484,15.93315463,Tillering,29/10/2024,09/08/2025,-2.6,-5.1,3.4,0,85,1032.2,5.7,22,0,223.1
29/12/2024,61,0.224038783,0.183988783,0.264088783,0.105769691,0.048555405,0.162983976,10.57696906,4.85554049,16.29839763,Tillering,29/10/2024,09/08/2025,-1.9,-4.7,1.6,0,91,1031.7,7.3,54,0,223.1
30/12/2024,62,0.22659966,0.18654966,0.26664966,0.109428085,0.052213799,0.166642371,10.94280852,5.221379949,16.66423709,Tillering,29/10/2024,09/08/2025,-2.3,-5.9,0.1,0,92,1033.6,6.7,71,0,223.1
31/12/2024,63,0.229164782,0.189114782,0.269214782,0.113092546,0.055878261,0.170306832,11.30925463,5.587826056,17.0306832,Tillering,29/10/2024,09/08/2025,-2.4,-6,3.5,0,85,1031.3,6,37,0,223.1
01/01/2025,64,0.231734224,0.191684224,0.271784224,0.116763177,0.059548891,0.173977463,11.67631772,5.954889144,17.39774629,Tillering,29/10/2024,09/08/2025,2.6,-4,8.6,0,58,1023.7,18.1,73,2.3,225.4
02/01/2025,65,0.234308058,0.194258058,0.274358058,0.120440083,0.063225797,0.177654368,12.04400826,6.322579684,17.76543683,Tillering,29/10/2024,09/08/2025,3.6,-1.2,8.4,13.8,72,1014.2,19.3,100,3.6,229
03/01/2025,66,0.236886358,0.196836358,0.276936358,0.124123369,0.066909083,0.181337654,12.41233685,6.690908283,18.13376543,Tillering,29/10/2024,09/08/2025,-1.4,-3.8,-0.5,0,90,1021.3,18.6,84,0,229
04/01/2025,67,0.2394692,0.1994192,0.2795192,0.127813143,0.070598857,0.185027428,12.78131426,7.059885686,18.50274283,Tillering,29/10/2024,09/08/2025,-2.9,-4.1,-0.9,0,86,1022.3,9,95,0,229
05/01/2025,68,0.242056659,0.202006659,0.282106659,0.131509513,0.074295228,0.188723799,13.15095135,7.429522777,18.87237992,Tillering,29/10/2024,09/08/2025,2.3,-2.9,7,13.4,93,1006,15.8,100,2.05,231.05
06/01/2025,69,0.244648814,0.204598814,0.284698814,0.135212591,0.077998306,0.192426877,13.52125915,7.799830575,19.24268772,Tillering,29/10/2024,09/08/2025,6.5,2.6,11.6,2,77,998.4,18.4,88,7.1,238.15
07/01/2025,70,0.247245742,0.207195742,0.287295742,0.138922488,0.081708202,0.196136774,13.89224881,8.170820241,19.61367738,Tillering,29/10/2024,09/08/2025,3,0.5,5.4,0.9,83,1005.9,18.7,48,2.95,241.1
08/01/2025,71,0.249847521,0.209797521,0.289897521,0.142639316,0.085425031,0.199853602,14.26393164,8.542503069,19.98536021,Tillering,29/10/2024,09/08/2025,1,0.4,3,13.4,95,1007.2,11.7,100,1.7,242.8
09/01/2025,72,0.252454233,0.212404233,0.292504233,0.146363191,0.089148905,0.203577476,14.63631906,8.914890493,20.35774764,Tillering,29/10/2024,09/08/2025,4.7,0.2,10.4,7.1,89,1002.6,23.1,94,5.3,248.1
10/01/2025,73,0.255065959,0.215015959,0.295115959,0.150094227,0.092879941,0.207308512,15.00942266,9.287994085,20.73085123,Tillering,29/10/2024,09/08/2025,-1,-3,1,0.1,83,1019.6,16.8,61,0,248.1
11/01/2025,74,0.257682779,0.217632779,0.297732779,0.153832541,0.096618255,0.211046827,15.38325412,9.66182555,21.10468269,Tillering,29/10/2024,09/08/2025,-1.8,-3.6,0.6,0,82,1025.3,13.4,71,0,248.1
12/01/2025,75,0.260304777,0.220254777,0.300354777,0.157578253,0.100363967,0.214792539,15.7578253,10.03639673,21.47925387,Tillering,29/10/2024,09/08/2025,-2.2,-5,0.2,0.1,80,1036,12,55,0,248.1
13/01/2025,76,0.262932037,0.222882037,0.302982037,0.161331482,0.104117196,0.218545768,16.13314818,10.41171961,21.85457675,Tillering,29/10/2024,09/08/2025,-3.8,-5.9,-0.6,0,74,1042.4,8.3,40,0,248.1
14/01/2025,77,0.265564644,0.225514644,0.305614644,0.165092349,0.107878063,0.222306634,16.50923487,10.78780629,22.23066344,Tillering,29/10/2024,09/08/2025,-2.8,-5.4,1.9,0,73,1037,6.2,28,0,248.1
15/01/2025,78,0.268202683,0.228152683,0.308252683,0.168860976,0.11164669,0.226075262,16.88609761,11.16466903,22.60752618,Tillering,29/10/2024,09/08/2025,0.4,-0.4,1.5,0.3,88,1033.1,9.5,100,0.55,248.65
16/01/2025,79,0.270846241,0.230796241,0.310896241,0.172637488,0.115423202,0.229851774,17.26374878,11.54232021,22.98517735,Tillering,29/10/2024,09/08/2025,0,-2.3,3.3,0,93,1037.3,9.2,57,0.5,249.15
17/01/2025,80,0.273495406,0.233445406,0.313545406,0.176422009,0.119207723,0.233636295,17.6422009,11.92077232,23.36362947,Tillering,29/10/2024,09/08/2025,-1.1,-3.4,2.2,0,92,1038.1,9,50,0,249.15
18/01/2025,81,0.276150266,0.236100266,0.316200266,0.180214666,0.12300038,0.237428952,18.0214666,12.30003803,23.74289517,Tillering,29/10/2024,09/08/2025,-0.8,-3.5,4.1,0,83,1032.4,9.2,29,0.3,249.45
19/01/2025,82,0.278810911,0.238760911,0.318860911,0.184015587,0.126801301,0.241229872,18.40155865,12.68013008,24.12298722,Tillering,29/10/2024,09/08/2025,0.4,-2.4,7.4,0,72,1023.6,7.9,0,2.5,251.95
20/01/2025,83,0.28147743,0.24142743,0.32152743,0.1878249,0.130610614,0.245039185,18.78248996,13.06106139,24.50391853,Tillering,29/10/2024,09/08/2025,-0.7,-4.5,5.7,0,82,1020.9,5.6,61,0.6,252.55
21/01/2025,84,0.284149915,0.244099915,0.324199915,0.191642735,0.13442845,0.248857021,19.16427353,13.44284496,24.88570211,Tillering,29/10/2024,09/08/2025,-1,-4.9,6.1,0,81,1018.8,5.1,37,0.6,253.15
22/01/2025,85,0.286828458,0.246778458,0.326878458,0.195469225,0.13825494,0.252683511,19.54692253,13.82549396,25.2683511,Tillering,29/10/2024,09/08/2025,-0.4,-3.9,3.8,0,81,1012.9,11.2,80,0,253.15
23/01/2025,86,0.289513151,0.249463151,0.329563151,0.199304502,0.142090216,0.256518788,19.9304502,14.20902163,25.65187878,Tillering,29/10/2024,09/08/2025,1.8,-0.5,4.2,4.9,89,1009.8,17.1,79,1.85,255
24/01/2025,87,0.29220409,0.25215409,0.33225409,0.2031487,0.145934414,0.260362985,20.31486995,14.59344138,26.03629852,Tillering,29/10/2024,09/08/2025,4.2,-0.2,7,0.8,73,1013.5,14.7,99,3.4,258.4
25/01/2025,88,0.294901367,0.254851367,0.334951367,0.207001953,0.149787667,0.264216238,20.70019527,14.9787667,26.42162384,Tillering,29/10/2024,09/08/2025,6.5,3.9,11.2,0,65,1009.9,12.3,89,7.55,265.95
26/01/2025,89,0.297605078,0.257555078,0.337655078,0.210864398,0.153650112,0.268078683,21.08643978,15.36501121,26.80786835,Tillering,29/10/2024,09/08/2025,4,-0.2,6.4,0.7,80,1010.2,15.8,94,3.1,269.05
27/01/2025,90,0.30031532,0.26026532,0.34036532,0.214736172,0.157521886,0.271950458,21.4736172,15.75218863,27.19504578,Tillering,29/10/2024,09/08/2025,5,2.7,8.5,6.1,86,1002.8,19.4,100,5.6,274.65
28/01/2025,91,0.30303219,0.26298219,0.34308219,0.218617414,0.161403128,0.2758317,21.86174139,16.14031282,27.58316996,Tillering,29/10/2024,09/08/2025,3.9,1.2,5.7,3.4,94,1000.8,13.8,88,3.45,278.1
29/01/2025,92,0.305755784,0.265705784,0.345805784,0.222508263,0.165293977,0.279722548,22.25082627,16.5293977,27.97225484,Tillering,29/10/2024,09/08/2025,3.9,-0.4,7.5,1.7,85,1008.8,16.8,73,3.55,281.65
30/01/2025,93,0.308486201,0.268436201,0.348536201,0.226408859,0.169194573,0.283623145,22.64088589,16.91945732,28.36231446,Tillering,29/10/2024,09/08/2025,2.5,-0.4,7.2,0.4,88,1016.4,8.2,95,3.4,285.05
