Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date,temperature_2m,temperature_min,temperature_max,precipitation,humidity,pressure,wind_speed,cloud_cover,gdd_daily,gdd_cumulative
28/05/2025,211,0.622497,0.582447,0.662547,0.674995715,0.617781429,0.732210001,67.49957149,61.77814292,73.22100006,Heading,29/10/2024,09/08/2025,14,11.4,16.1,6.9,78,1017.7,21.7,93,13.75,1169.9
29/05/2025,212,0.621183996,0.581133996,0.661233996,0.673119995,0.615905709,0.73033428,67.31199945,61.59057088,73.03342802,Heading,29/10/2024,09/08/2025,13.2,9.1,16.5,0.4,78,1023.1,13.2,80,12.8,1182.7
30/05/2025,213,0.618021181,0.577971181,0.658071181,0.668601688,0.611387402,0.725815973,66.86016876,61.13874019,72.58159733,Flowering,29/10/2024,09/08/2025,18.5,12.7,24.1,0,64,1022.1,10.5,29,18.4,1201.1
31/05/2025,214,0.611818978,0.571768978,0.651868978,0.659741397,0.602527111,0.716955683,65.97413972,60.25271114,71.69556829,Flowering,29/10/2024,09/08/2025,21,12.2,28.4,0,60,1019.1,7.7,42,20.3,1221.4
01/06/2025,215,0.604308772,0.564258772,0.644358772,0.649012532,0.591798246,0.706226817,64.90125318,59.1798246,70.62268175,Flowering,29/10/2024,09/08/2025,19.8,15,26.1,5.6,68,1016,9.2,99,20.55,1241.95
02/06/2025,216,0.601822459,0.561772459,0.641872459,0.645460656,0.58824637,0.702674942,64.5460656,58.82463703,70.26749417,Flowering,29/10/2024,09/08/2025,16.6,13.9,20.9,8,88,1016.6,7.6,99,17.4,1259.35
03/06/2025,217,0.608534385,0.568484385,0.648584385,0.655049122,0.597834836,0.712263408,65.50491221,59.78348364,71.22634078,Flowering,29/10/2024,09/08/2025,17.2,12.5,21.7,1.1,78,1015.2,8.2,81,17.1,1276.45
04/06/2025,218,0.620379817,0.580329817,0.660429817,0.671971167,0.614756881,0.729185453,67.19711671,61.47568814,72.91854528,Flowering,29/10/2024,09/08/2025,17.3,13.9,21,6.2,83,1011.9,10.1,92,17.45,1293.9
05/06/2025,219,0.631089606,0.591039606,0.671139606,0.687270866,0.630056581,0.744485152,68.72708663,63.00565806,74.4485152,Flowering,29/10/2024,09/08/2025,16.4,13.2,20.6,0.3,77,1013.8,13.8,74,16.9,1310.8
06/06/2025,220,0.638942289,0.598892289,0.678992289,0.698488984,0.641274698,0.75570327,69.84889839,64.12746982,75.57032696,Flowering,29/10/2024,09/08/2025,17.2,13.9,20.7,3,79,1013.7,16.5,81,17.3,1328.1
07/06/2025,221,0.645107233,0.605057233,0.685157233,0.707296048,0.650081762,0.764510333,70.72960475,65.00817618,76.45103332,Flowering,29/10/2024,09/08/2025,15.6,12.6,19.5,9.5,85,1013.3,12.9,77,16.05,1344.15
08/06/2025,222,0.650538049,0.610488049,0.690588049,0.715054355,0.65784007,0.772268641,71.50543554,65.78400697,77.22686411,Flowering,29/10/2024,09/08/2025,13.2,9.7,15.9,2.4,76,1015.8,20.7,57,12.8,1356.95
09/06/2025,223,0.655515057,0.615465057,0.695565057,0.722164367,0.664950082,0.779378653,72.21643674,66.49500817,77.93786531,Flowering,29/10/2024,09/08/2025,12.7,6.3,17.9,0,66,1024.4,9.1,24,12.1,1369.05
10/06/2025,224,0.660072102,0.620022102,0.700122102,0.728674431,0.671460146,0.785888717,72.86744314,67.14601457,78.58887172,Flowering,29/10/2024,09/08/2025,15.9,7.4,21.4,0,66,1018.9,12.3,74,14.4,1383.45
11/06/2025,225,0.664221993,0.624171993,0.704271993,0.734602847,0.677388562,0.791817133,73.46028472,67.73885615,79.1817133,Grain Filling,29/10/2024,09/08/2025,16.9,13.1,21.3,0,57,1020.6,9,47,17.2,1400.65
12/06/2025,226,0.668104619,0.628054619,0.708154619,0.740149456,0.682935171,0.797363742,74.01494563,68.29351706,79.73637421,Grain Filling,29/10/2024,09/08/2025,18.2,10.3,25.1,0,56,1019.9,11.5,3,17.7,1418.35
13/06/2025,227,0.672305508,0.632255508,0.712355508,0.746150726,0.688936441,0.803365012,74.61507262,68.89364405,80.33650119,Grain Filling,29/10/2024,09/08/2025,21.1,12.6,28.2,0,49,1021.7,11.3,24,20.4,1438.75
14/06/2025,228,0.678021432,0.637971432,0.718071432,0.754316331,0.697102046,0.811530617,75.43163313,69.71020456,81.15306171,Grain Filling,29/10/2024,09/08/2025,23.6,15.4,31.9,0,49,1019.9,8.6,34,23.65,1462.4
15/06/2025,229,0.685953237,0.645903237,0.726003237,0.765647481,0.708433195,0.822861767,76.56474811,70.84331954,82.28617668,Grain Filling,29/10/2024,09/08/2025,21.1,16.2,27.5,17.1,78,1019.2,8.1,73,21.85,1484.25
16/06/2025,230,0.694464097,0.654414097,0.734514097,0.777805853,0.720591567,0.835020139,77.7805853,72.05915673,83.50201387,Grain Filling,29/10/2024,09/08/2025,16.7,13.4,20.6,1.7,73,1025.7,12.5,62,17,1501.25
17/06/2025,231,0.700443268,0.660393268,0.740493268,0.786347526,0.72913324,0.843561812,78.6347526,72.91332402,84.35618117,Grain Filling,29/10/2024,09/08/2025,17.8,10.5,23.7,0,64,1025.6,5.8,23,17.1,1518.35
18/06/2025,232,0.702528885,0.662478885,0.742578885,0.789326978,0.732112693,0.846541264,78.93269784,73.21126927,84.65412641,Grain Filling,29/10/2024,09/08/2025,20,11.7,26.6,0,60,1022.7,6.2,47,19.15,1537.5
19/06/2025,233,0.701732541,0.661682541,0.741782541,0.788189344,0.730975058,0.84540363,78.8189344,73.09750583,84.54036297,Grain Filling,29/10/2024,09/08/2025,20.9,14.2,26.3,0,56,1022.8,10.7,1,20.25,1557.75
20/06/2025,234,0.699410408,0.659360408,0.739460408,0.784872011,0.727657725,0.842086297,78.4872011,72.76577253,84.20862967,Grain Filling,29/10/2024,09/08/2025,19.2,12.4,25.3,0,47,1024,9.9,1,18.85,1576.6
21/06/2025,235,0.696052383,0.656002383,0.736102383,0.780074832,0.722860546,0.837289118,78.00748322,72.28605465,83.72891179,Grain Filling,29/10/2024,09/08/2025,20.3,12.2,27,0,45,1022,9,0,19.6,1596.2
22/06/2025,236,0.691283289,0.651233289,0.731333289,0.773261842,0.716047556,0.830476127,77.32618416,71.60475559,83.04761273,Grain Filling,29/10/2024,09/08/2025,22.9,12.7,30.7,0,43,1018.1,9,22,21.7,1617.9
23/06/2025,237,0.684509056,0.644459056,0.724559056,0.763584365,0.70637008,0.820798651,76.35843654,70.63700797,82.07986512,Grain Filling,29/10/2024,09/08/2025,22.3,18.1,28.2,1.4,57,1013.8,19,73,23.15,1641.05
24/06/2025,238,0.67684684,0.63679684,0.71689684,0.752638343,0.695424057,0.809852628,75.26383426,69.54240569,80.98526283,Grain Filling,29/10/2024,09/08/2025,20.7,14.5,26.1,0,51,1015.5,16.8,8,20.3,1661.35
25/06/2025,239,0.671996688,0.631946688,0.712046688,0.745709554,0.688495268,0.802923839,74.57095537,68.8495268,80.29238394,Grain Filling,29/10/2024,09/08/2025,24.3,17.4,30.5,0,47,1014.5,11.6,8,23.95,1685.3
26/06/2025,240,0.672156043,0.632106043,0.712206043,0.745937205,0.688722919,0.80315149,74.59372048,68.87229191,80.31514905,Grain Filling,29/10/2024,09/08/2025,22.3,17.7,29.1,3.7,62,1015.2,10.9,72,23.4,1708.7
27/06/2025,241,0.67442494,0.63437494,0.71447494,0.749178485,0.6919642,0.806392771,74.91784854,69.19641997,80.63927711,Grain Filling,29/10/2024,09/08/2025,19.9,16.5,23.1,2,76,1022.8,14.7,60,19.8,1728.5
28/06/2025,242,0.674057823,0.634007823,0.714107823,0.748654033,0.691439748,0.805868319,74.86540333,69.14397476,80.5868319,Grain Filling,29/10/2024,09/08/2025,22.5,15.8,28.4,0,64,1025.2,9.8,21,22.1,1750.6
29/06/2025,243,0.668059801,0.628009801,0.708109801,0.74008543,0.682871144,0.797299715,74.00854295,68.28711438,79.72997152,Grain Filling,29/10/2024,09/08/2025,24,15.9,30.4,0,58,1022.8,7.6,3,23.15,1773.75
30/06/2025,244,0.655653785,0.615603785,0.695703785,0.72236255,0.665148265,0.779576836,72.23625503,66.51482646,77.9576836,Grain Filling,29/10/2024,09/08/2025,24.9,18,31,0,52,1019.5,8,16,24.5,1798.25
01/07/2025,245,0.639360017,0.599310017,0.679410017,0.699085738,0.641871452,0.756300024,69.9085738,64.18714522,75.63000237,Maturity,29/10/2024,09/08/2025,25.5,17.4,32,0,47,1017.4,6.7,17,24.7,1822.95
02/07/2025,246,0.623879286,0.583829286,0.663929286,0.676970408,0.619756122,0.734184694,67.69704081,61.97561224,73.41846938,Maturity,29/10/2024,09/08/2025,26.8,17.8,33.5,0,45,1015.7,6.5,0,25.65,1848.6
03/07/2025,247,0.611610579,0.571560579,0.651660579,0.659443684,0.602229399,0.71665797,65.94436842,60.22293985,71.66579699,Maturity,29/10/2024,09/08/2025,22.5,18.2,26.5,0.8,60,1020.8,12,39,22.35,1870.95
04/07/2025,248,0.601136624,0.561086624,0.641186624,0.644480891,0.587266606,0.701695177,64.44808913,58.72666056,70.1695177,Maturity,29/10/2024,09/08/2025,20.6,15.1,25.7,0,54,1023.9,7.8,14,20.4,1891.35
05/07/2025,249,0.589217674,0.549167674,0.629267674,0.627453821,0.570239535,0.684668106,62.74538206,57.02395349,68.46681063,Maturity,29/10/2024,09/08/2025,21.9,13.7,28.4,0,42,1017.2,8.2,61,21.05,1912.4
06/07/2025,250,0.57313382,0.53308382,0.61318382,0.604476885,0.5472626,0.661691171,60.44768855,54.72625997,66.16911712,Maturity,29/10/2024,09/08/2025,20.7,16.3,25.7,0,43,1010.5,9.8,99,21,1933.4
07/07/2025,251,0.555369818,0.515319818,0.595419818,0.57909974,0.521885454,0.636314026,57.909974,52.18854543,63.63140257,Maturity,29/10/2024,09/08/2025,17.1,13.3,20.5,3.3,69,1006,15.5,87,16.9,1950.3
08/07/2025,252,0.545787574,0.505737574,0.585837574,0.56541082,0.508196535,0.622625106,56.54108204,50.81965346,62.26251061,Maturity,29/10/2024,09/08/2025,14.2,12,16.8,2.2,70,1012.5,15.9,76,14.4,1964.7
09/07/2025,253,0.550797696,0.510747696,0.590847696,0.572568137,0.515353851,0.629782423,57.25681368,51.53538511,62.97824225,Maturity,29/10/2024,09/08/2025,14.6,9.9,18.5,0.5,68,1020.4,15.3,40,14.2,1978.9
10/07/2025,254,0.563800545,0.523750545,0.603850545,0.591143636,0.53392935,0.648357922,59.11436358,53.39293501,64.83579215,Maturity,29/10/2024,09/08/2025,17.4,10.9,23,0,57,1020.7,9.8,43,16.95,1995.85
11/07/2025,255,0.574797324,0.534747324,0.614847324,0.606853319,0.549639034,0.664067605,60.68533195,54.96390338,66.40676052,Harvest,29/10/2024,09/08/2025,18.2,13.4,23.1,0.5,58,1016.9,10.1,66,18.25,2014.1
12/07/2025,256,0.581068437,0.541018437,0.621118437,0.615812054,0.558597768,0.673026339,61.58120535,55.85977678,67.30263392,Unknown,29/10/2024,09/08/2025,18.5,13.6,22.9,0.2,58,1013,9.3,67,18.25,2032.35
13/07/2025,257,0.584514034,0.544464034,0.624564034,0.620734334,0.563520049,0.67794862,62.07343344,56.35200487,67.79486202,Unknown,29/10/2024,09/08/2025,19.9,13.6,26.7,0.8,58,1011.6,8.5,54,20.15,2052.5
14/07/2025,258,0.586709105,0.546659105,0.626759105,0.62387015,0.566655864,0.681084436,62.38701499,56.66558642,68.10844356,Unknown,29/10/2024,09/08/2025,19.2,15.7,23.7,9.4,76,1016.5,13.4,60,19.7,2072.2
15/07/2025,259,0.588166337,0.548116337,0.628216337,0.625951909,0.568737624,0.683166195,62.59519093,56.87376236,68.3166195,Unknown,29/10/2024,09/08/2025,19,15.2,23.5,1,72,1018.3,12.1,58,19.35,2091.55
16/07/2025,260,0.589003711,0.548953711,0.629053711,0.627148158,0.569933872,0.684362444,62.71481581,56.99338723,68.43624438,Unknown,29/10/2024,09/08/2025,16.2,12.8,20.9,8.7,73,1016,16,76,16.85,2108.4
17/07/2025,261,0.589271746,0.549221746,0.629321746,0.627531066,0.57031678,0.684745352,62.75310659,57.03167801,68.47453516,Unknown,29/10/2024,09/08/2025,15.9,11.7,19.8,0.6,75,1017,14.5,57,15.75,2124.15
18/07/2025,262,0.589015901,0.548965901,0.629065901,0.627165573,0.569951287,0.684379859,62.7165573,56.99512872,68.43798587,Unknown,29/10/2024,09/08/2025,18.6,11.9,24.6,0,65,1014.9,8,45,18.25,2142.4
19/07/2025,263,0.588299324,0.548249324,0.628349324,0.626141891,0.568927605,0.683356177,62.61418909,56.89276052,68.33561766,Unknown,29/10/2024,09/08/2025,21.7,12.8,29.1,0,60,1010.7,7.4,52,20.95,2163.35
20/07/2025,264,0.587210496,0.547160496,0.627260496,0.624586423,0.567372138,0.681800709,62.45864234,56.73721377,68.18007091,Unknown,29/10/2024,09/08/2025,22.6,14.7,29.7,3.7,64,1007.5,6,76,22.2,2185.55
21/07/2025,265,0.585819417,0.545769417,0.625869417,0.622599168,0.565384882,0.679813453,62.25991677,56.5384882,67.98134534,Unknown,29/10/2024,09/08/2025,17.8,15.8,21.1,7.3,85,1008.3,10.5,77,18.45,2204
22/07/2025,266,0.584132775,0.544082775,0.624182775,0.620189679,0.562975393,0.677403965,62.01896791,56.29753933,67.74039648,Unknown,29/10/2024,09/08/2025,16.8,14.7,19.7,8.4,79,1012.4,18.1,51,17.2,2221.2
23/07/2025,267,0.582201715,0.542151715,0.622251715,0.617431021,0.560216735,0.674645307,61.74310209,56.02167352,67.46453066,Unknown,29/10/2024,09/08/2025,17.7,12.9,22,0,69,1014.1,10.6,44,17.45,2238.65
24/07/2025,268,0.580113476,0.540063476,0.620163476,0.614447823,0.557233537,0.671662109,61.4447823,55.72335373,67.16621087,Unknown,29/10/2024,09/08/2025,16.7,13.9,21.2,3.5,83,1013.7,4.3,86,17.55,2256.2
25/07/2025,269,0.577229816,0.537179816,0.617279816,0.610328309,0.553114023,0.667542595,61.03283088,55.31140231,66.75425945,Unknown,29/10/2024,09/08/2025,17.7,13,22.1,2,83,1015.6,5.6,89,17.55,2273.75
26/07/2025,270,0.571508716,0.531458716,0.611558716,0.602155308,0.544941023,0.659369594,60.21553082,54.49410225,65.9369594,Unknown,29/10/2024,09/08/2025,16.9,12.7,21.8,5.5,88,1015.2,7,80,17.25,2291
27/07/2025,271,0.560909997,0.520859997,0.600959997,0.587014282,0.529799996,0.644228567,58.70142817,52.9799996,64.42285674,Unknown,29/10/2024,09/08/2025,16.7,14.3,20.6,6.1,88,1013.1,10.7,93,17.45,2308.45
28/07/2025,272,0.545529464,0.505479464,0.585579464,0.565042091,0.507827806,0.622256377,56.50420913,50.78278056,62.2256377,Unknown,29/10/2024,09/08/2025,15.4,13.4,18.6,5.7,81,1013.4,14.2,95,16,2324.45
29/07/2025,273,0.527165353,0.487115353,0.567215353,0.538807647,0.481593361,0.596021933,53.88076471,48.15933614,59.60219328,Unknown,29/10/2024,09/08/2025,15.3,11.6,19.4,0.8,77,1018,11.8,57,15.5,2339.95
30/07/2025,274,0.507401091,0.467351091,0.547451091,0.510572988,0.453358702,0.567787273,51.05729876,45.33587019,56.77872733,Unknown,29/10/2024,09/08/2025,14.4,12.8,17.3,7.9,86,1017.4,12.2,88,15.05,2355
31/07/2025,275,0.486934047,0.446884047,0.526984047,0.481334353,0.424120068,0.538548639,48.13343534,42.41200677,53.85486391,Unknown,29/10/2024,09/08/2025,16,12.1,20.3,0.7,78,1016.9,13.2,78,16.2,2371.2
01/08/2025,276,0.465967398,0.425917398,0.506017398,0.451381998,0.394167712,0.508596283,45.13819977,39.4167712,50.85962834,Unknown,29/10/2024,09/08/2025,16.1,13.9,19.8,8.7,86,1012.8,12.7,92,16.85,2388.05
02/08/2025,277,0.444566846,0.404516846,0.484616846,0.42080978,0.363595494,0.478024066,42.080978,36.35954943,47.80240657,Unknown,29/10/2024,09/08/2025,15.2,13.3,18.6,2.4,85,1013.3,8.8,100,15.95,2404
03/08/2025,278,0.422774102,0.382724102,0.462824102,0.389677289,0.332463003,0.446891575,38.9677289,33.24630033,44.68915747,Unknown,29/10/2024,09/08/2025,13.7,11.5,16.9,1.8,84,1019.6,11.7,83,14.2,2418.2
04/08/2025,279,0.400627626,0.360577626,0.440677626,0.358039466,0.30082518,0.415253752,35.8039466,30.08251803,41.52537517,Unknown,29/10/2024,09/08/2025,14.4,11,18.8,4.3,87,1020.9,13.2,87,14.9,2433.1
05/08/2025,280,0.37818524,0.33813524,0.41823524,0.325978914,0.268764628,0.3831932,32.59789139,26.87646282,38.31931996,Unknown,29/10/2024,09/08/2025,17.8,14,23.4,2.7,80,1019.1,12.6,44,18.7,2451.8
06/08/2025,281,0.35565557,0.31560557,0.39570557,0.293793672,0.236579386,0.351007957,29.37936718,23.65793861,35.10079575,Unknown,29/10/2024,09/08/2025,15.4,10.4,20.3,0,65,1024.6,5.9,53,15.35,2467.15
07/08/2025,282,0.333895077,0.293845077,0.373945077,0.262707253,0.205492967,0.319921539,26.27072528,20.54929671,31.99215385,Unknown,29/10/2024,09/08/2025,17.3,9.7,24.1,0,66,1019.6,4.6,53,16.9,2484.05
08/08/2025,283,0.315339062,0.275289062,0.355389062,0.23619866,0.178984374,0.293412945,23.61986596,17.89843739,29.34129454,Unknown,29/10/2024,09/08/2025,20.5,12.3,28.3,0,62,1019.5,7,3,20.3,2504.35
09/08/2025,284,0.304200052,0.264150052,0.344250052,0.220285789,0.163071504,0.277500075,22.02857893,16.30715036,27.7500075,Unknown,29/10/2024,09/08/2025,22.7,14.7,30.9,0,57,1019.9,6.4,44,22.8,2527.15
